GCM	RCM	scenario	time_step	variable	file	url
CNRM-CERFACS-CNRM-CM5	CNRM-ALADIN63	rcp85	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/CNRM-ALADIN63/rcp85/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	CNRM-ALADIN63	rcp85	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/CNRM-ALADIN63/rcp85/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231_FAO.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231_FAO.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	historical	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/historical/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_19500101-20051231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp26	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp26/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	sfcWind	sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/sfcWindAdjust/sfcWindAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tas	tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasAdjust/tasAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmax	tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasmaxAdjust/tasmaxAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp45	day	tasmin	tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp45/day/tasminAdjust/tasminAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_FAO.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	evspsblpot	evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/evspsblpotAdjust/evspsblpotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231_Hg0175.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	huss	hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/hussAdjust/hussAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prsn	prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prsnAdjust/prsnAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	prtot	prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/prtotAdjust/prtotAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rlds	rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rldsAdjust/rldsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
CNRM-CERFACS-CNRM-CM5	KNMI-RACMO22E	rcp85	day	rsds	rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc	https://climatedata.umr-cnrm.fr/public/dcsc/projects/DRIAS/DRIAS2020_NEW/CNRM-CERFACS-CNRM-CM5/KNMI-RACMO22E/rcp85/day/rsdsAdjust/rsdsAdjust_France_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_v2_MF-ADAMONT-SAFRAN-1980-2011_day_20060101-21001231.nc
